Match_ID,Player_Name,Team,Opposition,Runs,NotOut,Mins,BF,4s,6s,SR,Inns,Ground,Start Date,Match_Winner,Margin
T20I # 1652,RW Chakabva,Zimbabwe,U.S.A.,31,0,-,23,4,1,134.78,1,Bulawayo,14-Jul-22,Zimbabwe,46 runs
T20I # 1652,CR Ervine,Zimbabwe,U.S.A.,11,0,-,9,2,0,122.22,1,Bulawayo,14-Jul-22,Zimbabwe,46 runs
T20I # 1652,SC Williams,Zimbabwe,U.S.A.,37,0,-,35,3,0,105.71,1,Bulawayo,14-Jul-22,Zimbabwe,46 runs
T20I # 1652,I Kaia,Zimbabwe,U.S.A.,2,0,-,5,0,0,40,1,Bulawayo,14-Jul-22,Zimbabwe,46 runs
T20I # 1652,Sikandar Raza,Zimbabwe,U.S.A.,82*,1,-,40,7,5,205,1,Bulawayo,14-Jul-22,Zimbabwe,46 runs
T20I # 1652,RP Burl,Zimbabwe,U.S.A.,8,0,-,3,0,1,266.66,1,Bulawayo,14-Jul-22,Zimbabwe,46 runs
T20I # 1652,LM Jongwe,Zimbabwe,U.S.A.,1,0,-,2,0,0,50,1,Bulawayo,14-Jul-22,Zimbabwe,46 runs
T20I # 1652,M Shumba,Zimbabwe,U.S.A.,7*,1,-,3,1,0,233.33,1,Bulawayo,14-Jul-22,Zimbabwe,46 runs
T20I # 1652,R Ngarava,Zimbabwe,U.S.A.,DNB,NA,-,-,-,-,-,1,Bulawayo,14-Jul-22,Zimbabwe,46 runs
T20I # 1652,WP Masakadza,Zimbabwe,U.S.A.,DNB,NA,-,-,-,-,-,1,Bulawayo,14-Jul-22,Zimbabwe,46 runs
T20I # 1652,B Muzarabani,Zimbabwe,U.S.A.,DNB,NA,-,-,-,-,-,1,Bulawayo,14-Jul-22,Zimbabwe,46 runs
T20I # 1652,SR Taylor,U.S.A.,Zimbabwe,46,0,-,32,5,1,143.75,2,Bulawayo,14-Jul-22,Zimbabwe,46 runs
T20I # 1652,MD Patel,U.S.A.,Zimbabwe,17,0,-,15,3,0,113.33,2,Bulawayo,14-Jul-22,Zimbabwe,46 runs
T20I # 1652,Aaron Jones,U.S.A.,Zimbabwe,7,0,-,10,1,0,70,2,Bulawayo,14-Jul-22,Zimbabwe,46 runs
T20I # 1652,JS Malhotra,U.S.A.,Zimbabwe,5,0,-,7,0,0,71.42,2,Bulawayo,14-Jul-22,Zimbabwe,46 runs
T20I # 1652,G Singh,U.S.A.,Zimbabwe,4,0,-,5,0,0,80,2,Bulawayo,14-Jul-22,Zimbabwe,46 runs
T20I # 1652,MO Kain,U.S.A.,Zimbabwe,18,0,-,18,1,0,100,2,Bulawayo,14-Jul-22,Zimbabwe,46 runs
T20I # 1652,SJ Modani,U.S.A.,Zimbabwe,5,0,-,7,0,0,71.42,2,Bulawayo,14-Jul-22,Zimbabwe,46 runs
T20I # 1652,NK Patel,U.S.A.,Zimbabwe,24*,1,-,17,1,1,141.17,2,Bulawayo,14-Jul-22,Zimbabwe,46 runs
T20I # 1652,CAH Stevenson,U.S.A.,Zimbabwe,5,0,-,7,0,0,71.42,2,Bulawayo,14-Jul-22,Zimbabwe,46 runs
T20I # 1652,SN Netravalkar,U.S.A.,Zimbabwe,2*,1,-,2,0,0,100,2,Bulawayo,14-Jul-22,Zimbabwe,46 runs
T20I # 1652,J Theron,U.S.A.,Zimbabwe,DNB,NA,-,-,-,-,-,2,Bulawayo,14-Jul-22,Zimbabwe,46 runs
T20I # 1651,HL Carlyon,Jersey,Singapore,18,0,-,25,1,0,72,1,Bulawayo,14-Jul-22,Jersey,13 runs
T20I # 1651,NA Greenwood,Jersey,Singapore,44,0,-,22,6,1,200,1,Bulawayo,14-Jul-22,Jersey,13 runs
T20I # 1651,AM Tribe,Jersey,Singapore,29,0,-,27,1,1,107.4,1,Bulawayo,14-Jul-22,Jersey,13 runs
T20I # 1651,JW Jenner,Jersey,Singapore,35,0,-,23,4,1,152.17,1,Bulawayo,14-Jul-22,Jersey,13 runs
T20I # 1651,B Ward,Jersey,Singapore,4,0,-,4,0,0,100,1,Bulawayo,14-Jul-22,Jersey,13 runs
T20I # 1651,BDH Stevens,Jersey,Singapore,2,0,-,4,0,0,50,1,Bulawayo,14-Jul-22,Jersey,13 runs
T20I # 1651,JTS Sumerauer,Jersey,Singapore,13,0,-,12,1,0,108.33,1,Bulawayo,14-Jul-22,Jersey,13 runs
T20I # 1651,DG Blampied,Jersey,Singapore,3*,1,-,2,0,0,150,1,Bulawayo,14-Jul-22,Jersey,13 runs
T20I # 1651,JSE Dunford,Jersey,Singapore,2*,1,-,1,0,0,200,1,Bulawayo,14-Jul-22,Jersey,13 runs
T20I # 1651,EJB Miles,Jersey,Singapore,DNB,NA,-,-,-,-,-,1,Bulawayo,14-Jul-22,Jersey,13 runs
T20I # 1651,CW Perchard,Jersey,Singapore,DNB,NA,-,-,-,-,-,1,Bulawayo,14-Jul-22,Jersey,13 runs
T20I # 1651,Aman Desai,Singapore,Jersey,0,0,-,2,0,0,0,2,Bulawayo,14-Jul-22,Jersey,13 runs
T20I # 1651,S Chandramohan,Singapore,Jersey,13,0,-,9,2,0,144.44,2,Bulawayo,14-Jul-22,Jersey,13 runs
T20I # 1651,R Gaznavi,Singapore,Jersey,18,0,-,19,1,1,94.73,2,Bulawayo,14-Jul-22,Jersey,13 runs
T20I # 1651,A Mutreja,Singapore,Jersey,24,0,-,29,1,0,82.75,2,Bulawayo,14-Jul-22,Jersey,13 runs
T20I # 1651,Manpreet Singh,Singapore,Jersey,59,0,-,37,4,3,159.45,2,Bulawayo,14-Jul-22,Jersey,13 runs
T20I # 1651,Janak Prakash,Singapore,Jersey,9,0,-,13,0,0,69.23,2,Bulawayo,14-Jul-22,Jersey,13 runs
T20I # 1651,U Aryaman Sunil,Singapore,Jersey,11,0,-,8,0,1,137.5,2,Bulawayo,14-Jul-22,Jersey,13 runs
T20I # 1651,NMS Param,Singapore,Jersey,3*,1,-,4,0,0,75,2,Bulawayo,14-Jul-22,Jersey,13 runs
T20I # 1651,Amjad Mahboob,Singapore,Jersey,0*,1,-,0,0,0,-,2,Bulawayo,14-Jul-22,Jersey,13 runs
T20I # 1651,AR Puri,Singapore,Jersey,DNB,NA,-,-,-,-,-,2,Bulawayo,14-Jul-22,Jersey,13 runs
T20I # 1651,V Baskaran,Singapore,Jersey,DNB,NA,-,-,-,-,-,2,Bulawayo,14-Jul-22,Jersey,13 runs
T20I # 1650,"MP O'Dowd",Netherlands,Uganda,73,0,-,57,10,0,128.07,1,Bulawayo,14-Jul-22,Netherlands,97 runs
T20I # 1650,SJ Myburgh,Netherlands,Uganda,0,0,-,6,0,0,0,1,Bulawayo,14-Jul-22,Netherlands,97 runs
T20I # 1650,BFW de Leede,Netherlands,Uganda,9,0,-,11,1,0,81.81,1,Bulawayo,14-Jul-22,Netherlands,97 runs
T20I # 1650,TLW Cooper,Netherlands,Uganda,81*,1,-,42,11,2,192.85,1,Bulawayo,14-Jul-22,Netherlands,97 runs
T20I # 1650,SA Edwards,Netherlands,Uganda,6*,1,-,6,1,0,100,1,Bulawayo,14-Jul-22,Netherlands,97 runs
T20I # 1650,Shariz Ahmad,Netherlands,Uganda,DNB,NA,-,-,-,-,-,1,Bulawayo,14-Jul-22,Netherlands,97 runs
T20I # 1650,AT Nidamanuru,Netherlands,Uganda,DNB,NA,-,-,-,-,-,1,Bulawayo,14-Jul-22,Netherlands,97 runs
T20I # 1650,A Dutt,Netherlands,Uganda,DNB,NA,-,-,-,-,-,1,Bulawayo,14-Jul-22,Netherlands,97 runs
T20I # 1650,TJG Pringle,Netherlands,Uganda,DNB,NA,-,-,-,-,-,1,Bulawayo,14-Jul-22,Netherlands,97 runs
T20I # 1650,FJ Klaassen,Netherlands,Uganda,DNB,NA,-,-,-,-,-,1,Bulawayo,14-Jul-22,Netherlands,97 runs
T20I # 1650,LV van Beek,Netherlands,Uganda,DNB,NA,-,-,-,-,-,1,Bulawayo,14-Jul-22,Netherlands,97 runs
T20I # 1650,RG Mukasa,Uganda,Netherlands,0,0,-,1,0,0,0,2,Bulawayo,14-Jul-22,Netherlands,97 runs
T20I # 1650,S Ssesazi,Uganda,Netherlands,5,0,-,4,0,0,125,2,Bulawayo,14-Jul-22,Netherlands,97 runs
T20I # 1650,RB Patel,Uganda,Netherlands,0,0,-,1,0,0,0,2,Bulawayo,14-Jul-22,Netherlands,97 runs
T20I # 1650,K Waiswa,Uganda,Netherlands,15,0,-,19,2,0,78.94,2,Bulawayo,14-Jul-22,Netherlands,97 runs
T20I # 1650,F Achelam,Uganda,Netherlands,0,0,-,2,0,0,0,2,Bulawayo,14-Jul-22,Netherlands,97 runs
T20I # 1650,Riazat Ali Shah,Uganda,Netherlands,19,0,-,26,1,0,73.07,2,Bulawayo,14-Jul-22,Netherlands,97 runs
T20I # 1650,DM Nakrani,Uganda,Netherlands,17,0,-,29,0,1,58.62,2,Bulawayo,14-Jul-22,Netherlands,97 runs
T20I # 1650,F Akankwasa,Uganda,Netherlands,11,0,-,13,1,0,84.61,2,Bulawayo,14-Jul-22,Netherlands,97 runs
T20I # 1650,F Nsubuga,Uganda,Netherlands,15,0,-,16,0,1,93.75,2,Bulawayo,14-Jul-22,Netherlands,97 runs
T20I # 1650,Bilal Hassun,Uganda,Netherlands,1*,1,-,5,0,0,20,2,Bulawayo,14-Jul-22,Netherlands,97 runs
T20I # 1650,J Miyaji,Uganda,Netherlands,0*,1,-,4,0,0,0,2,Bulawayo,14-Jul-22,Netherlands,97 runs
T20I # 1649,L Siaka,P.N.G.,Hong Kong,21,0,-,21,1,1,100,1,Bulawayo,14-Jul-22,Hong Kong,2 wickets
T20I # 1649,A Vala,P.N.G.,Hong Kong,9,0,-,8,2,0,112.5,1,Bulawayo,14-Jul-22,Hong Kong,2 wickets
T20I # 1649,CJA Amini,P.N.G.,Hong Kong,37,0,-,29,4,0,127.58,1,Bulawayo,14-Jul-22,Hong Kong,2 wickets
T20I # 1649,TP Ura,P.N.G.,Hong Kong,83,0,-,33,4,8,251.51,1,Bulawayo,14-Jul-22,Hong Kong,2 wickets
T20I # 1649,S Bau,P.N.G.,Hong Kong,7,0,-,8,1,0,87.5,1,Bulawayo,14-Jul-22,Hong Kong,2 wickets
T20I # 1649,N Vanua,P.N.G.,Hong Kong,1,0,-,4,0,0,25,1,Bulawayo,14-Jul-22,Hong Kong,2 wickets
T20I # 1649,R Hekure,P.N.G.,Hong Kong,10*,1,-,9,1,0,111.11,1,Bulawayo,14-Jul-22,Hong Kong,2 wickets
T20I # 1649,HGV Vare,P.N.G.,Hong Kong,0,0,-,1,0,0,0,1,Bulawayo,14-Jul-22,Hong Kong,2 wickets
T20I # 1649,KV Morea,P.N.G.,Hong Kong,10*,1,-,7,1,0,142.85,1,Bulawayo,14-Jul-22,Hong Kong,2 wickets
T20I # 1649,SK Atai,P.N.G.,Hong Kong,DNB,NA,-,-,-,-,-,1,Bulawayo,14-Jul-22,Hong Kong,2 wickets
T20I # 1649,SI Kamea,P.N.G.,Hong Kong,DNB,NA,-,-,-,-,-,1,Bulawayo,14-Jul-22,Hong Kong,2 wickets
T20I # 1649,Nizakat Khan,Hong Kong,P.N.G.,6,0,-,6,1,0,100,2,Bulawayo,14-Jul-22,Hong Kong,2 wickets
T20I # 1649,Aizaz Khan,Hong Kong,P.N.G.,3,0,-,6,0,0,50,2,Bulawayo,14-Jul-22,Hong Kong,2 wickets
T20I # 1649,Babar Hayat,Hong Kong,P.N.G.,86,0,-,45,6,7,191.11,2,Bulawayo,14-Jul-22,Hong Kong,2 wickets
T20I # 1649,KD Shah,Hong Kong,P.N.G.,5,0,-,4,1,0,125,2,Bulawayo,14-Jul-22,Hong Kong,2 wickets
T20I # 1649,Yasim Murtaza,Hong Kong,P.N.G.,9,0,-,16,0,0,56.25,2,Bulawayo,14-Jul-22,Hong Kong,2 wickets
T20I # 1649,Zeeshan Ali,Hong Kong,P.N.G.,42,0,-,23,7,0,182.6,2,Bulawayo,14-Jul-22,Hong Kong,2 wickets
T20I # 1649,Shahid Wasif,Hong Kong,P.N.G.,12*,1,-,9,0,1,133.33,2,Bulawayo,14-Jul-22,Hong Kong,2 wickets
T20I # 1649,Ehsan Khan,Hong Kong,P.N.G.,2,0,-,3,0,0,66.66,2,Bulawayo,14-Jul-22,Hong Kong,2 wickets
T20I # 1649,SS McKechnie,Hong Kong,P.N.G.,9,0,-,8,1,0,112.5,2,Bulawayo,14-Jul-22,Hong Kong,2 wickets
T20I # 1649,A Shukla,Hong Kong,P.N.G.,0*,1,-,0,0,0,-,2,Bulawayo,14-Jul-22,Hong Kong,2 wickets
T20I # 1649,Mohammad Ghazanfar,Hong Kong,P.N.G.,DNB,NA,-,-,-,-,-,2,Bulawayo,14-Jul-22,Hong Kong,2 wickets
T20I # 1648,A McAuley,Isle of Man,Serbia,4,0,-,7,1,0,57.14,1,Vantaa,13-Jul-22,Isle of Man,68 runs
T20I # 1648,N Knights,Isle of Man,Serbia,27,0,-,16,4,1,168.75,1,Vantaa,13-Jul-22,Isle of Man,68 runs
T20I # 1648,G Burrows,Isle of Man,Serbia,60,0,-,46,8,0,130.43,1,Vantaa,13-Jul-22,Isle of Man,68 runs
T20I # 1648,C Hartmann,Isle of Man,Serbia,23,0,-,19,1,1,121.05,1,Vantaa,13-Jul-22,Isle of Man,68 runs
T20I # 1648,EF Beard,Isle of Man,Serbia,27*,1,-,17,2,1,158.82,1,Vantaa,13-Jul-22,Isle of Man,68 runs
T20I # 1648,JA Burrows,Isle of Man,Serbia,0,0,-,1,0,0,0,1,Vantaa,13-Jul-22,Isle of Man,68 runs
T20I # 1648,D Jansen,Isle of Man,Serbia,0,0,-,2,0,0,0,1,Vantaa,13-Jul-22,Isle of Man,68 runs
T20I # 1648,MJ Ansell,Isle of Man,Serbia,2,0,-,3,0,0,66.66,1,Vantaa,13-Jul-22,Isle of Man,68 runs
T20I # 1648,CJ Langford,Isle of Man,Serbia,8*,1,-,11,0,0,72.72,1,Vantaa,13-Jul-22,Isle of Man,68 runs
T20I # 1648,J Butler,Isle of Man,Serbia,DNB,NA,-,-,-,-,-,1,Vantaa,13-Jul-22,Isle of Man,68 runs
T20I # 1648,K Cawte,Isle of Man,Serbia,DNB,NA,-,-,-,-,-,1,Vantaa,13-Jul-22,Isle of Man,68 runs
T20I # 1648,WAE Burton,Serbia,Isle of Man,0,0,-,2,0,0,0,2,Vantaa,13-Jul-22,Isle of Man,68 runs
T20I # 1648,A Dizija,Serbia,Isle of Man,1,0,-,10,0,0,10,2,Vantaa,13-Jul-22,Isle of Man,68 runs
T20I # 1648,S Ivetic,Serbia,Isle of Man,29,0,-,35,2,0,82.85,2,Vantaa,13-Jul-22,Isle of Man,68 runs
T20I # 1648,LA Dunbar,Serbia,Isle of Man,12,0,-,16,0,1,75,2,Vantaa,13-Jul-22,Isle of Man,68 runs
T20I # 1648,MV Pavlovic,Serbia,Isle of Man,18,0,-,16,2,0,112.5,2,Vantaa,13-Jul-22,Isle of Man,68 runs
T20I # 1648,A Mene-Ejegi,Serbia,Isle of Man,11,0,-,12,1,0,91.66,2,Vantaa,13-Jul-22,Isle of Man,68 runs
T20I # 1648,RL Vitas,Serbia,Isle of Man,5*,1,-,15,0,0,33.33,2,Vantaa,13-Jul-22,Isle of Man,68 runs
T20I # 1648,V Zimonjic,Serbia,Isle of Man,0,0,-,2,0,0,0,2,Vantaa,13-Jul-22,Isle of Man,68 runs
T20I # 1648,NR Johns-Wickberg,Serbia,Isle of Man,5*,1,-,13,0,0,38.46,2,Vantaa,13-Jul-22,Isle of Man,68 runs
T20I # 1648,AA Gajic,Serbia,Isle of Man,DNB,NA,-,-,-,-,-,2,Vantaa,13-Jul-22,Isle of Man,68 runs
T20I # 1648,A Djorovic,Serbia,Isle of Man,DNB,NA,-,-,-,-,-,2,Vantaa,13-Jul-22,Isle of Man,68 runs
T20I # 1647,Sapan Mehta,Finland,Italy,20,0,-,22,0,0,90.9,1,Kerava,13-Jul-22,Italy,5 wickets
T20I # 1647,NG Collins,Finland,Italy,3,0,-,9,0,0,33.33,1,Kerava,13-Jul-22,Italy,5 wickets
T20I # 1647,AK Mohan,Finland,Italy,61,0,-,56,0,6,108.92,1,Kerava,13-Jul-22,Italy,5 wickets
T20I # 1647,M Jenkinson,Finland,Italy,27,0,-,20,1,2,135,1,Kerava,13-Jul-22,Italy,5 wickets
T20I # 1647,Amjad Sher,Finland,Italy,7,0,-,4,0,1,175,1,Kerava,13-Jul-22,Italy,5 wickets
T20I # 1647,PF Gallagher,Finland,Italy,11,0,-,4,2,0,275,1,Kerava,13-Jul-22,Italy,5 wickets
T20I # 1647,JOP Scamans,Finland,Italy,6*,1,-,6,1,0,100,1,Kerava,13-Jul-22,Italy,5 wickets
T20I # 1647,Mohammad Asaduzzaman,Finland,Italy,DNB,NA,-,-,-,-,-,1,Kerava,13-Jul-22,Italy,5 wickets
T20I # 1647,VS Padhaal,Finland,Italy,DNB,NA,-,-,-,-,-,1,Kerava,13-Jul-22,Italy,5 wickets
T20I # 1647,MB Tambe,Finland,Italy,DNB,NA,-,-,-,-,-,1,Kerava,13-Jul-22,Italy,5 wickets
T20I # 1647,Raaz Mohammad,Finland,Italy,DNB,NA,-,-,-,-,-,1,Kerava,13-Jul-22,Italy,5 wickets
T20I # 1647,J Mosca,Italy,Finland,10,0,-,8,2,0,125,2,Kerava,13-Jul-22,Italy,5 wickets
T20I # 1647,BBJL Perera,Italy,Finland,21,0,-,19,3,0,110.52,2,Kerava,13-Jul-22,Italy,5 wickets
T20I # 1647,M Campopiano,Italy,Finland,50,0,-,33,5,2,151.51,2,Kerava,13-Jul-22,Italy,5 wickets
T20I # 1647,GP Meade,Italy,Finland,3,0,-,7,0,0,42.85,2,Kerava,13-Jul-22,Italy,5 wickets
T20I # 1647,HJ Manenti,Italy,Finland,0,0,-,1,0,0,0,2,Kerava,13-Jul-22,Italy,5 wickets
T20I # 1647,GK Berg,Italy,Finland,39*,1,-,20,5,1,195,2,Kerava,13-Jul-22,Italy,5 wickets
T20I # 1647,Manpreet Singh,Italy,Finland,17*,1,-,16,1,0,106.25,2,Kerava,13-Jul-22,Italy,5 wickets
T20I # 1647,Bashar Khan,Italy,Finland,DNB,NA,-,-,-,-,-,2,Kerava,13-Jul-22,Italy,5 wickets
T20I # 1647,DKD Warnakulasuriya,Italy,Finland,DNB,NA,-,-,-,-,-,2,Kerava,13-Jul-22,Italy,5 wickets
T20I # 1647,CJPF Kalugamage,Italy,Finland,DNB,NA,-,-,-,-,-,2,Kerava,13-Jul-22,Italy,5 wickets
T20I # 1647,Jaspreet Singh,Italy,Finland,DNB,NA,-,-,-,-,-,2,Kerava,13-Jul-22,Italy,5 wickets
T20I # 1646,Shoaib Ahmed,Cyprus,Romania,30,0,-,26,4,1,115.38,1,Vantaa,13-Jul-22,Cyprus,20 runs
T20I # 1646,AUKDS Kalugala,Cyprus,Romania,34,0,-,33,3,2,103.03,1,Vantaa,13-Jul-22,Cyprus,20 runs
T20I # 1646,CPPM Sadun,Cyprus,Romania,6,0,-,6,1,0,100,1,Vantaa,13-Jul-22,Cyprus,20 runs
T20I # 1646,Scott Austin,Cyprus,Romania,34,0,-,29,3,0,117.24,1,Vantaa,13-Jul-22,Cyprus,20 runs
T20I # 1646,Gurpratap Singh,Cyprus,Romania,14,0,-,12,0,2,116.66,1,Vantaa,13-Jul-22,Cyprus,20 runs
T20I # 1646,Tejwinder Singh,Cyprus,Romania,20,0,-,6,1,2,333.33,1,Vantaa,13-Jul-22,Cyprus,20 runs
T20I # 1646,SN Pathirana,Cyprus,Romania,1,0,-,2,0,0,50,1,Vantaa,13-Jul-22,Cyprus,20 runs
T20I # 1646,Iftekar Jaman,Cyprus,Romania,1*,1,-,4,0,0,25,1,Vantaa,13-Jul-22,Cyprus,20 runs
T20I # 1646,NK Tiwari,Cyprus,Romania,0,0,-,1,0,0,0,1,Vantaa,13-Jul-22,Cyprus,20 runs
T20I # 1646,R Mazumder,Cyprus,Romania,1*,1,-,1,0,0,100,1,Vantaa,13-Jul-22,Cyprus,20 runs
T20I # 1646,SRMJJ Arachchilage,Cyprus,Romania,DNB,NA,-,-,-,-,-,1,Vantaa,13-Jul-22,Cyprus,20 runs
T20I # 1646,R Satheesan,Romania,Cyprus,12,0,-,14,0,1,85.71,2,Vantaa,13-Jul-22,Cyprus,20 runs
T20I # 1646,Taranjeet Singh,Romania,Cyprus,10,0,-,6,0,1,166.66,2,Vantaa,13-Jul-22,Cyprus,20 runs
T20I # 1646,S Nadigotla,Romania,Cyprus,9,0,-,7,1,0,128.57,2,Vantaa,13-Jul-22,Cyprus,20 runs
T20I # 1646,S Periyalwar,Romania,Cyprus,1,0,-,7,0,0,14.28,2,Vantaa,13-Jul-22,Cyprus,20 runs
T20I # 1646,V Saini,Romania,Cyprus,27,0,-,26,1,1,103.84,2,Vantaa,13-Jul-22,Cyprus,20 runs
T20I # 1646,Abdul Shakoor,Romania,Cyprus,25,0,-,29,2,0,86.2,2,Vantaa,13-Jul-22,Cyprus,20 runs
T20I # 1646,M Koli,Romania,Cyprus,17,0,-,12,3,0,141.66,2,Vantaa,13-Jul-22,Cyprus,20 runs
T20I # 1646,Ijaz Hussain,Romania,Cyprus,8,0,-,9,1,0,88.88,2,Vantaa,13-Jul-22,Cyprus,20 runs
T20I # 1646,S Vashisht,Romania,Cyprus,9*,1,-,10,0,0,90,2,Vantaa,13-Jul-22,Cyprus,20 runs
T20I # 1646,M Gherasim,Romania,Cyprus,2,0,-,3,0,0,66.66,2,Vantaa,13-Jul-22,Cyprus,20 runs
T20I # 1646,C Zavoiu,Romania,Cyprus,1*,1,-,2,0,0,50,2,Vantaa,13-Jul-22,Cyprus,20 runs
T20I # 1645,CP Turkich,Croatia,Sweden,15,0,-,41,0,0,36.58,1,Kerava,13-Jul-22,Sweden,8 wickets
T20I # 1645,SD Valjalo,Croatia,Sweden,14,0,-,19,1,0,73.68,1,Kerava,13-Jul-22,Sweden,8 wickets
T20I # 1645,JD Newton,Croatia,Sweden,6,0,-,11,1,0,54.54,1,Kerava,13-Jul-22,Sweden,8 wickets
T20I # 1645,DJ Turkich,Croatia,Sweden,5,0,-,7,0,0,71.42,1,Kerava,13-Jul-22,Sweden,8 wickets
T20I # 1645,D Marsic,Croatia,Sweden,1,0,-,4,0,0,25,1,Kerava,13-Jul-22,Sweden,8 wickets
T20I # 1645,JM Vujinovich,Croatia,Sweden,10,0,-,11,1,0,90.9,1,Kerava,13-Jul-22,Sweden,8 wickets
T20I # 1645,WK Bitis,Croatia,Sweden,0,0,-,2,0,0,0,1,Kerava,13-Jul-22,Sweden,8 wickets
T20I # 1645,A Maheshwari,Croatia,Sweden,1,0,-,2,0,0,50,1,Kerava,13-Jul-22,Sweden,8 wickets
T20I # 1645,B Jerkovic,Croatia,Sweden,5*,1,-,13,0,0,38.46,1,Kerava,13-Jul-22,Sweden,8 wickets
T20I # 1645,J Grzinic,Croatia,Sweden,0,0,-,2,0,0,0,1,Kerava,13-Jul-22,Sweden,8 wickets
T20I # 1645,Sohail Ahmad,Croatia,Sweden,6,0,-,7,0,0,85.71,1,Kerava,13-Jul-22,Sweden,8 wickets
T20I # 1645,Ismaeel Zia,Sweden,Croatia,19,0,-,22,2,0,86.36,2,Kerava,13-Jul-22,Sweden,8 wickets
T20I # 1645,Umar Nawaz,Sweden,Croatia,29,0,-,20,4,1,145,2,Kerava,13-Jul-22,Sweden,8 wickets
T20I # 1645,Waqas Haider,Sweden,Croatia,12*,1,-,12,2,0,100,2,Kerava,13-Jul-22,Sweden,8 wickets
T20I # 1645,A Venkatesh,Sweden,Croatia,3*,1,-,1,0,0,300,2,Kerava,13-Jul-22,Sweden,8 wickets
T20I # 1645,L Karlsson,Sweden,Croatia,DNB,NA,-,-,-,-,-,2,Kerava,13-Jul-22,Sweden,8 wickets
T20I # 1645,Khalid Zahid,Sweden,Croatia,DNB,NA,-,-,-,-,-,2,Kerava,13-Jul-22,Sweden,8 wickets
T20I # 1645,Zaker Taqawi,Sweden,Croatia,DNB,NA,-,-,-,-,-,2,Kerava,13-Jul-22,Sweden,8 wickets
T20I # 1645,Baz Aybui,Sweden,Croatia,DNB,NA,-,-,-,-,-,2,Kerava,13-Jul-22,Sweden,8 wickets
T20I # 1645,Azam Khalil,Sweden,Croatia,DNB,NA,-,-,-,-,-,2,Kerava,13-Jul-22,Sweden,8 wickets
T20I # 1645,Hamid Mahmood,Sweden,Croatia,DNB,NA,-,-,-,-,-,2,Kerava,13-Jul-22,Sweden,8 wickets
T20I # 1645,W Boshoff,Sweden,Croatia,DNB,NA,-,-,-,-,-,2,Kerava,13-Jul-22,Sweden,8 wickets
T20I # 1644,R Satheesan,Romania,Turkey,0,0,-,2,0,0,0,1,Kerava,12-Jul-22,Romania,51 runs
T20I # 1644,Taranjeet Singh,Romania,Turkey,11,0,-,7,2,0,157.14,1,Kerava,12-Jul-22,Romania,51 runs
T20I # 1644,S Nadigotla,Romania,Turkey,9,0,-,11,1,0,81.81,1,Kerava,12-Jul-22,Romania,51 runs
T20I # 1644,Rohit Kumar,Romania,Turkey,1,0,-,5,0,0,20,1,Kerava,12-Jul-22,Romania,51 runs
T20I # 1644,S Periyalwar,Romania,Turkey,50,0,-,51,4,0,98.03,1,Kerava,12-Jul-22,Romania,51 runs
T20I # 1644,V Saini,Romania,Turkey,52*,1,-,44,6,0,118.18,1,Kerava,12-Jul-22,Romania,51 runs
T20I # 1644,Ijaz Hussain,Romania,Turkey,1*,1,-,1,0,0,100,1,Kerava,12-Jul-22,Romania,51 runs
T20I # 1644,M Gherasim,Romania,Turkey,DNB,NA,-,-,-,-,-,1,Kerava,12-Jul-22,Romania,51 runs
T20I # 1644,S Vashisht,Romania,Turkey,DNB,NA,-,-,-,-,-,1,Kerava,12-Jul-22,Romania,51 runs
T20I # 1644,M Koli,Romania,Turkey,DNB,NA,-,-,-,-,-,1,Kerava,12-Jul-22,Romania,51 runs
T20I # 1644,L Gherasim,Romania,Turkey,DNB,NA,-,-,-,-,-,1,Kerava,12-Jul-22,Romania,51 runs
T20I # 1644,Shamsullah Ehsan,Turkey,Romania,0,0,-,4,0,0,0,2,Kerava,12-Jul-22,Romania,51 runs
T20I # 1644,R Nath,Turkey,Romania,3,0,-,12,0,0,25,2,Kerava,12-Jul-22,Romania,51 runs
T20I # 1644,I Elec,Turkey,Romania,5,0,-,9,0,0,55.55,2,Kerava,12-Jul-22,Romania,51 runs
T20I # 1644,C Bayraktar,Turkey,Romania,12,0,-,19,0,1,63.15,2,Kerava,12-Jul-22,Romania,51 runs
T20I # 1644,E Kuyumcu,Turkey,Romania,7,0,-,14,1,0,50,2,Kerava,12-Jul-22,Romania,51 runs
T20I # 1644,Zafer Durmaz,Turkey,Romania,0,0,-,2,0,0,0,2,Kerava,12-Jul-22,Romania,51 runs
T20I # 1644,M Ozturk,Turkey,Romania,11,0,-,25,0,0,44,2,Kerava,12-Jul-22,Romania,51 runs
T20I # 1644,GG Alta,Turkey,Romania,2,0,-,5,0,0,40,2,Kerava,12-Jul-22,Romania,51 runs
T20I # 1644,Ilyas Ataullah,Turkey,Romania,26*,1,-,18,3,1,144.44,2,Kerava,12-Jul-22,Romania,51 runs
T20I # 1644,A Turkmen,Turkey,Romania,14*,1,-,13,1,0,107.69,2,Kerava,12-Jul-22,Romania,51 runs
T20I # 1644,T Ulutuna,Turkey,Romania,DNB,NA,-,-,-,-,-,2,Kerava,12-Jul-22,Romania,51 runs
T20I # 1643,Sapan Mehta,Finland,Sweden,3,0,-,9,0,0,33.33,1,Vantaa,12-Jul-22,Finland,12 runs
