Match_ID,Player_Name,Team,Opposition,Runs,NotOut,Mins,BF,4s,6s,SR,Inns,Ground,Start Date,Match_Winner,Margin
T20I # 1195,Fakhar Zaman,Pakistan,England,24,0,29,20,1,1,120,1,Manchester,20-Jul-21,England,3 wickets
T20I # 1195,Shadab Khan,Pakistan,England,2,0,8,5,0,0,40,1,Manchester,20-Jul-21,England,3 wickets
T20I # 1195,Imad Wasim,Pakistan,England,3,0,5,2,0,0,150,1,Manchester,20-Jul-21,England,3 wickets
T20I # 1195,Hasan Ali,Pakistan,England,15*,1,14,9,1,1,166.66,1,Manchester,20-Jul-21,England,3 wickets
T20I # 1195,Usman Qadir,Pakistan,England,DNB,NA,-,-,-,-,-,1,Manchester,20-Jul-21,England,3 wickets
T20I # 1195,Mohammad Hasnain,Pakistan,England,DNB,NA,-,-,-,-,-,1,Manchester,20-Jul-21,England,3 wickets
T20I # 1195,Shaheen Shah Afridi,Pakistan,England,DNB,NA,-,-,-,-,-,1,Manchester,20-Jul-21,England,3 wickets
T20I # 1195,JJ Roy,England,Pakistan,64,0,47,36,12,1,177.77,2,Manchester,20-Jul-21,England,3 wickets
T20I # 1195,JC Buttler,England,Pakistan,21,0,35,22,3,0,95.45,2,Manchester,20-Jul-21,England,3 wickets
T20I # 1195,DJ Malan,England,Pakistan,31,0,49,33,2,0,93.93,2,Manchester,20-Jul-21,England,3 wickets
T20I # 1195,JM Bairstow,England,Pakistan,5,0,12,8,0,0,62.5,2,Manchester,20-Jul-21,England,3 wickets
T20I # 1195,MM Ali,England,Pakistan,1,0,8,3,0,0,33.33,2,Manchester,20-Jul-21,England,3 wickets
T20I # 1195,EJG Morgan,England,Pakistan,21,0,25,12,1,2,175,2,Manchester,20-Jul-21,England,3 wickets
T20I # 1195,LS Livingstone,England,Pakistan,6,0,3,2,0,1,300,2,Manchester,20-Jul-21,England,3 wickets
T20I # 1195,CJ Jordan,England,Pakistan,4*,1,6,2,0,0,200,2,Manchester,20-Jul-21,England,3 wickets
T20I # 1195,DJ Willey,England,Pakistan,0*,1,3,0,0,0,-,2,Manchester,20-Jul-21,England,3 wickets
T20I # 1195,S Mahmood,England,Pakistan,DNB,NA,-,-,-,-,-,2,Manchester,20-Jul-21,England,3 wickets
T20I # 1195,AU Rashid,England,Pakistan,DNB,NA,-,-,-,-,-,2,Manchester,20-Jul-21,England,3 wickets
T20I # 1194,T Bavuma,South Africa,Ireland,13,0,24,13,2,0,100,1,Dublin (Malahide),19-Jul-21,South Africa,33 runs
T20I # 1194,Q de Kock,South Africa,Ireland,20,0,11,9,3,1,222.22,1,Dublin (Malahide),19-Jul-21,South Africa,33 runs
T20I # 1194,JN Malan,South Africa,Ireland,4,0,7,5,0,0,80,1,Dublin (Malahide),19-Jul-21,South Africa,33 runs
T20I # 1194,AK Markram,South Africa,Ireland,39,0,45,30,2,2,130,1,Dublin (Malahide),19-Jul-21,South Africa,33 runs
T20I # 1194,HE van der Dussen,South Africa,Ireland,25,0,21,18,2,1,138.88,1,Dublin (Malahide),19-Jul-21,South Africa,33 runs
T20I # 1194,DA Miller,South Africa,Ireland,28,0,38,21,3,0,133.33,1,Dublin (Malahide),19-Jul-21,South Africa,33 runs
T20I # 1194,GF Linde,South Africa,Ireland,10,0,16,13,1,0,76.92,1,Dublin (Malahide),19-Jul-21,South Africa,33 runs
T20I # 1194,K Rabada,South Africa,Ireland,19*,1,11,9,4,0,211.11,1,Dublin (Malahide),19-Jul-21,South Africa,33 runs
T20I # 1194,LB Williams,South Africa,Ireland,2*,1,9,2,0,0,100,1,Dublin (Malahide),19-Jul-21,South Africa,33 runs
T20I # 1194,L Ngidi,South Africa,Ireland,DNB,NA,-,-,-,-,-,1,Dublin (Malahide),19-Jul-21,South Africa,33 runs
T20I # 1194,T Shamsi,South Africa,Ireland,DNB,NA,-,-,-,-,-,1,Dublin (Malahide),19-Jul-21,South Africa,33 runs
T20I # 1194,PR Stirling,Ireland,South Africa,6,0,1,2,0,1,300,2,Dublin (Malahide),19-Jul-21,South Africa,33 runs
T20I # 1194,"KJ O'Brien",Ireland,South Africa,0,0,5,1,0,0,0,2,Dublin (Malahide),19-Jul-21,South Africa,33 runs
T20I # 1194,A Balbirnie,Ireland,South Africa,22,0,24,16,4,0,137.5,2,Dublin (Malahide),19-Jul-21,South Africa,33 runs
T20I # 1194,GH Dockrell,Ireland,South Africa,2,0,9,6,0,0,33.33,2,Dublin (Malahide),19-Jul-21,South Africa,33 runs
T20I # 1194,HT Tector,Ireland,South Africa,36,0,52,34,3,0,105.88,2,Dublin (Malahide),19-Jul-21,South Africa,33 runs
T20I # 1194,Simi Singh,Ireland,South Africa,4,0,11,8,0,0,50,2,Dublin (Malahide),19-Jul-21,South Africa,33 runs
T20I # 1194,LJ Tucker,Ireland,South Africa,5,0,11,5,0,0,100,2,Dublin (Malahide),19-Jul-21,South Africa,33 runs
T20I # 1194,SC Getkate,Ireland,South Africa,2,0,4,3,0,0,66.66,2,Dublin (Malahide),19-Jul-21,South Africa,33 runs
T20I # 1194,MR Adair,Ireland,South Africa,0,0,2,2,0,0,0,2,Dublin (Malahide),19-Jul-21,South Africa,33 runs
T20I # 1194,BJ McCarthy,Ireland,South Africa,30*,1,38,25,4,0,120,2,Dublin (Malahide),19-Jul-21,South Africa,33 runs
T20I # 1194,JB Little,Ireland,South Africa,15*,1,26,18,0,1,83.33,2,Dublin (Malahide),19-Jul-21,South Africa,33 runs
T20I # 1193,JJ Roy,England,Pakistan,10,0,5,4,1,1,250,1,Leeds,18-Jul-21,England,45 runs
T20I # 1193,JC Buttler,England,Pakistan,59,0,65,39,7,2,151.28,1,Leeds,18-Jul-21,England,45 runs
T20I # 1193,DJ Malan,England,Pakistan,1,0,12,5,0,0,20,1,Leeds,18-Jul-21,England,45 runs
T20I # 1193,MM Ali,England,Pakistan,36,0,27,16,6,1,225,1,Leeds,18-Jul-21,England,45 runs
T20I # 1193,LS Livingstone,England,Pakistan,38,0,39,23,2,3,165.21,1,Leeds,18-Jul-21,England,45 runs
T20I # 1193,JM Bairstow,England,Pakistan,13,0,8,7,2,0,185.71,1,Leeds,18-Jul-21,England,45 runs
T20I # 1193,TK Curran,England,Pakistan,9,0,17,7,1,0,128.57,1,Leeds,18-Jul-21,England,45 runs
T20I # 1193,CJ Jordan,England,Pakistan,14,0,16,8,1,1,175,1,Leeds,18-Jul-21,England,45 runs
T20I # 1193,AU Rashid,England,Pakistan,2,0,8,4,0,0,50,1,Leeds,18-Jul-21,England,45 runs
T20I # 1193,S Mahmood,England,Pakistan,3*,1,6,3,0,0,100,1,Leeds,18-Jul-21,England,45 runs
T20I # 1193,MW Parkinson,England,Pakistan,5,0,4,4,1,0,125,1,Leeds,18-Jul-21,England,45 runs
T20I # 1193,Mohammad Rizwan,Pakistan,England,37,0,47,29,3,1,127.58,2,Leeds,18-Jul-21,England,45 runs
T20I # 1193,Babar Azam,Pakistan,England,22,0,26,16,3,0,137.5,2,Leeds,18-Jul-21,England,45 runs
T20I # 1193,Sohaib Maqsood,Pakistan,England,15,0,12,10,1,1,150,2,Leeds,18-Jul-21,England,45 runs
T20I # 1193,Mohammad Hafeez,Pakistan,England,10,0,18,12,0,0,83.33,2,Leeds,18-Jul-21,England,45 runs
T20I # 1193,Fakhar Zaman,Pakistan,England,8,0,11,8,1,0,100,2,Leeds,18-Jul-21,England,45 runs
T20I # 1193,Azam Khan,Pakistan,England,1,0,10,4,0,0,25,2,Leeds,18-Jul-21,England,45 runs
T20I # 1193,Imad Wasim,Pakistan,England,20,0,21,13,1,1,153.84,2,Leeds,18-Jul-21,England,45 runs
T20I # 1193,Shadab Khan,Pakistan,England,36*,1,29,22,2,3,163.63,2,Leeds,18-Jul-21,England,45 runs
T20I # 1193,Shaheen Shah Afridi,Pakistan,England,2,0,9,4,0,0,50,2,Leeds,18-Jul-21,England,45 runs
T20I # 1193,Haris Rauf,Pakistan,England,0,0,5,1,0,0,0,2,Leeds,18-Jul-21,England,45 runs
T20I # 1193,Mohammad Hasnain,Pakistan,England,0*,1,2,1,0,0,0,2,Leeds,18-Jul-21,England,45 runs
T20I # 1192,ADS Fletcher,West Indies,Australia,12,0,20,16,0,1,75,1,Gros Islet,16-Jul-21,West Indies,16 runs
T20I # 1192,E Lewis,West Indies,Australia,79,0,54,34,4,9,232.35,1,Gros Islet,16-Jul-21,West Indies,16 runs
T20I # 1192,CH Gayle,West Indies,Australia,21,0,13,7,2,2,300,1,Gros Islet,16-Jul-21,West Indies,16 runs
T20I # 1192,LMP Simmons,West Indies,Australia,21,0,40,25,1,1,84,1,Gros Islet,16-Jul-21,West Indies,16 runs
T20I # 1192,N Pooran,West Indies,Australia,31,0,36,18,1,3,172.22,1,Gros Islet,16-Jul-21,West Indies,16 runs
T20I # 1192,AD Russell,West Indies,Australia,1,0,8,3,0,0,33.33,1,Gros Islet,16-Jul-21,West Indies,16 runs
T20I # 1192,FA Allen,West Indies,Australia,1,0,5,4,0,0,25,1,Gros Islet,16-Jul-21,West Indies,16 runs
T20I # 1192,DM Bravo,West Indies,Australia,5,0,13,7,0,0,71.42,1,Gros Islet,16-Jul-21,West Indies,16 runs
T20I # 1192,HR Walsh,West Indies,Australia,12*,1,10,8,1,1,150,1,Gros Islet,16-Jul-21,West Indies,16 runs
T20I # 1192,SS Cottrell,West Indies,Australia,1*,1,4,1,0,0,100,1,Gros Islet,16-Jul-21,West Indies,16 runs
T20I # 1192,O Thomas,West Indies,Australia,DNB,NA,-,-,-,-,-,1,Gros Islet,16-Jul-21,West Indies,16 runs
T20I # 1192,JR Philippe,Australia,West Indies,0,0,7,4,0,0,0,2,Gros Islet,16-Jul-21,West Indies,16 runs
T20I # 1192,AJ Finch,Australia,West Indies,34,0,39,23,6,0,147.82,2,Gros Islet,16-Jul-21,West Indies,16 runs
T20I # 1192,MR Marsh,Australia,West Indies,30,0,13,15,5,1,200,2,Gros Islet,16-Jul-21,West Indies,16 runs
T20I # 1192,MC Henriques,Australia,West Indies,21,0,25,14,3,0,150,2,Gros Islet,16-Jul-21,West Indies,16 runs
T20I # 1192,AT Carey,Australia,West Indies,9,0,19,14,1,0,64.28,2,Gros Islet,16-Jul-21,West Indies,16 runs
T20I # 1192,MS Wade,Australia,West Indies,26,0,26,18,3,1,144.44,2,Gros Islet,16-Jul-21,West Indies,16 runs
T20I # 1192,AJ Tye,Australia,West Indies,15,0,17,8,1,1,187.5,2,Gros Islet,16-Jul-21,West Indies,16 runs
T20I # 1192,MJ Swepson,Australia,West Indies,14*,1,23,12,0,1,116.66,2,Gros Islet,16-Jul-21,West Indies,16 runs
T20I # 1192,JP Behrendorff,Australia,West Indies,5,0,10,7,0,0,71.42,2,Gros Islet,16-Jul-21,West Indies,16 runs
T20I # 1192,A Zampa,Australia,West Indies,0,0,5,0,0,0,-,2,Gros Islet,16-Jul-21,West Indies,16 runs
T20I # 1192,JR Hazlewood,Australia,West Indies,13*,1,5,5,1,1,260,2,Gros Islet,16-Jul-21,West Indies,16 runs
T20I # 1191,Mohammad Rizwan,Pakistan,England,63,0,65,41,8,1,153.65,1,Nottingham,16-Jul-21,Pakistan,31 runs
T20I # 1191,Babar Azam,Pakistan,England,85,0,76,49,8,3,173.46,1,Nottingham,16-Jul-21,Pakistan,31 runs
T20I # 1191,Sohaib Maqsood,Pakistan,England,19,0,8,7,1,2,271.42,1,Nottingham,16-Jul-21,Pakistan,31 runs
T20I # 1191,Fakhar Zaman,Pakistan,England,26,0,22,8,1,3,325,1,Nottingham,16-Jul-21,Pakistan,31 runs
T20I # 1191,Mohammad Hafeez,Pakistan,England,24,0,16,10,1,3,240,1,Nottingham,16-Jul-21,Pakistan,31 runs
T20I # 1191,Azam Khan,Pakistan,England,5*,1,8,3,1,0,166.66,1,Nottingham,16-Jul-21,Pakistan,31 runs
T20I # 1191,Imad Wasim,Pakistan,England,3,0,7,2,0,0,150,1,Nottingham,16-Jul-21,Pakistan,31 runs
T20I # 1191,Haris Rauf,Pakistan,England,DNB,NA,-,-,-,-,-,1,Nottingham,16-Jul-21,Pakistan,31 runs
T20I # 1191,Shaheen Shah Afridi,Pakistan,England,DNB,NA,-,-,-,-,-,1,Nottingham,16-Jul-21,Pakistan,31 runs
T20I # 1191,Mohammad Hasnain,Pakistan,England,DNB,NA,-,-,-,-,-,1,Nottingham,16-Jul-21,Pakistan,31 runs
T20I # 1191,Shadab Khan,Pakistan,England,DNB,NA,-,-,-,-,-,1,Nottingham,16-Jul-21,Pakistan,31 runs
T20I # 1191,DJ Malan,England,Pakistan,1,0,11,6,0,0,16.66,2,Nottingham,16-Jul-21,Pakistan,31 runs
T20I # 1191,JJ Roy,England,Pakistan,32,0,41,13,2,3,246.15,2,Nottingham,16-Jul-21,Pakistan,31 runs
T20I # 1191,JM Bairstow,England,Pakistan,11,0,12,7,1,1,157.14,2,Nottingham,16-Jul-21,Pakistan,31 runs
T20I # 1191,MM Ali,England,Pakistan,1,0,8,4,0,0,25,2,Nottingham,16-Jul-21,Pakistan,31 runs
T20I # 1191,LS Livingstone,England,Pakistan,103,0,62,43,6,9,239.53,2,Nottingham,16-Jul-21,Pakistan,31 runs
T20I # 1191,EJG Morgan,England,Pakistan,16,0,29,15,0,1,106.66,2,Nottingham,16-Jul-21,Pakistan,31 runs
T20I # 1191,L Gregory,England,Pakistan,10,0,22,11,0,0,90.9,2,Nottingham,16-Jul-21,Pakistan,31 runs
T20I # 1191,DJ Willey,England,Pakistan,16,0,16,11,2,1,145.45,2,Nottingham,16-Jul-21,Pakistan,31 runs
T20I # 1191,TK Curran,England,Pakistan,1,0,7,2,0,0,50,2,Nottingham,16-Jul-21,Pakistan,31 runs
T20I # 1191,S Mahmood,England,Pakistan,0*,1,11,2,0,0,0,2,Nottingham,16-Jul-21,Pakistan,31 runs
T20I # 1191,MW Parkinson,England,Pakistan,0,0,4,2,0,0,0,2,Nottingham,16-Jul-21,Pakistan,31 runs
T20I # 1190,MS Wade,Australia,West Indies,5,0,11,4,1,0,125,1,Gros Islet,14-Jul-21,Australia,4 runs
T20I # 1190,AJ Finch,Australia,West Indies,53,0,55,37,5,3,143.24,1,Gros Islet,14-Jul-21,Australia,4 runs
T20I # 1190,MR Marsh,Australia,West Indies,75,0,72,44,4,6,170.45,1,Gros Islet,14-Jul-21,Australia,4 runs
T20I # 1190,AT Carey,Australia,West Indies,0,0,1,1,0,0,0,1,Gros Islet,14-Jul-21,Australia,4 runs
T20I # 1190,MC Henriques,Australia,West Indies,6,0,7,5,1,0,120,1,Gros Islet,14-Jul-21,Australia,4 runs
T20I # 1190,AJ Turner,Australia,West Indies,6,0,12,10,0,0,60,1,Gros Islet,14-Jul-21,Australia,4 runs
T20I # 1190,DT Christian,Australia,West Indies,22*,1,23,14,2,1,157.14,1,Gros Islet,14-Jul-21,Australia,4 runs
T20I # 1190,MA Starc,Australia,West Indies,8*,1,13,7,1,0,114.28,1,Gros Islet,14-Jul-21,Australia,4 runs
T20I # 1190,A Zampa,Australia,West Indies,DNB,NA,-,-,-,-,-,1,Gros Islet,14-Jul-21,Australia,4 runs
T20I # 1190,JP Behrendorff,Australia,West Indies,DNB,NA,-,-,-,-,-,1,Gros Islet,14-Jul-21,Australia,4 runs
T20I # 1190,RP Meredith,Australia,West Indies,DNB,NA,-,-,-,-,-,1,Gros Islet,14-Jul-21,Australia,4 runs
T20I # 1190,LMP Simmons,West Indies,Australia,72,0,77,48,10,2,150,2,Gros Islet,14-Jul-21,Australia,4 runs
T20I # 1190,E Lewis,West Indies,Australia,31,0,24,14,4,2,221.42,2,Gros Islet,14-Jul-21,Australia,4 runs
T20I # 1190,CH Gayle,West Indies,Australia,1,0,14,3,0,0,33.33,2,Gros Islet,14-Jul-21,Australia,4 runs
T20I # 1190,ADS Fletcher,West Indies,Australia,6,0,15,14,1,0,42.85,2,Gros Islet,14-Jul-21,Australia,4 runs
T20I # 1190,N Pooran,West Indies,Australia,16,0,24,15,1,1,106.66,2,Gros Islet,14-Jul-21,Australia,4 runs
T20I # 1190,AD Russell,West Indies,Australia,24*,1,30,13,0,3,184.61,2,Gros Islet,14-Jul-21,Australia,4 runs
T20I # 1190,FA Allen,West Indies,Australia,29,0,21,14,2,3,207.14,2,Gros Islet,14-Jul-21,Australia,4 runs
T20I # 1190,HR Walsh,West Indies,Australia,0*,1,8,0,0,0,-,2,Gros Islet,14-Jul-21,Australia,4 runs
T20I # 1190,SS Cottrell,West Indies,Australia,DNB,NA,-,-,-,-,-,2,Gros Islet,14-Jul-21,Australia,4 runs
T20I # 1190,O Thomas,West Indies,Australia,DNB,NA,-,-,-,-,-,2,Gros Islet,14-Jul-21,Australia,4 runs
T20I # 1190,AJ Hosein,West Indies,Australia,DNB,NA,-,-,-,-,-,2,Gros Islet,14-Jul-21,Australia,4 runs
T20I # 1189,MS Wade,Australia,West Indies,23,0,24,16,4,0,143.75,1,Gros Islet,12-Jul-21,West Indies,6 wickets
T20I # 1189,AJ Finch,Australia,West Indies,30,0,52,31,2,0,96.77,1,Gros Islet,12-Jul-21,West Indies,6 wickets
T20I # 1189,MR Marsh,Australia,West Indies,9,0,16,12,1,0,75,1,Gros Islet,12-Jul-21,West Indies,6 wickets
T20I # 1189,AT Carey,Australia,West Indies,13,0,11,9,2,0,144.44,1,Gros Islet,12-Jul-21,West Indies,6 wickets
T20I # 1189,MC Henriques,Australia,West Indies,33,0,36,29,0,2,113.79,1,Gros Islet,12-Jul-21,West Indies,6 wickets
T20I # 1189,AJ Turner,Australia,West Indies,24,0,35,22,2,0,109.09,1,Gros Islet,12-Jul-21,West Indies,6 wickets
T20I # 1189,DT Christian,Australia,West Indies,1*,1,4,1,0,0,100,1,Gros Islet,12-Jul-21,West Indies,6 wickets
T20I # 1189,RP Meredith,Australia,West Indies,DNB,NA,-,-,-,-,-,1,Gros Islet,12-Jul-21,West Indies,6 wickets
T20I # 1189,MA Starc,Australia,West Indies,DNB,NA,-,-,-,-,-,1,Gros Islet,12-Jul-21,West Indies,6 wickets
T20I # 1189,A Zampa,Australia,West Indies,DNB,NA,-,-,-,-,-,1,Gros Islet,12-Jul-21,West Indies,6 wickets
T20I # 1189,JR Hazlewood,Australia,West Indies,DNB,NA,-,-,-,-,-,1,Gros Islet,12-Jul-21,West Indies,6 wickets
T20I # 1189,ADS Fletcher,West Indies,Australia,4,0,3,3,1,0,133.33,2,Gros Islet,12-Jul-21,West Indies,6 wickets
T20I # 1189,LMP Simmons,West Indies,Australia,15,0,26,13,3,0,115.38,2,Gros Islet,12-Jul-21,West Indies,6 wickets
T20I # 1189,CH Gayle,West Indies,Australia,67,0,57,38,4,7,176.31,2,Gros Islet,12-Jul-21,West Indies,6 wickets
T20I # 1189,N Pooran,West Indies,Australia,32*,1,52,27,4,1,118.51,2,Gros Islet,12-Jul-21,West Indies,6 wickets
T20I # 1189,DJ Bravo,West Indies,Australia,7,0,13,7,1,0,100,2,Gros Islet,12-Jul-21,West Indies,6 wickets
T20I # 1189,AD Russell,West Indies,Australia,7*,1,6,2,0,1,350,2,Gros Islet,12-Jul-21,West Indies,6 wickets
T20I # 1189,FA Allen,West Indies,Australia,DNB,NA,-,-,-,-,-,2,Gros Islet,12-Jul-21,West Indies,6 wickets
T20I # 1189,HR Walsh,West Indies,Australia,DNB,NA,-,-,-,-,-,2,Gros Islet,12-Jul-21,West Indies,6 wickets
T20I # 1189,OC McCoy,West Indies,Australia,DNB,NA,-,-,-,-,-,2,Gros Islet,12-Jul-21,West Indies,6 wickets
T20I # 1189,SO Hetmyer,West Indies,Australia,DNB,NA,-,-,-,-,-,2,Gros Islet,12-Jul-21,West Indies,6 wickets
T20I # 1189,SS Cottrell,West Indies,Australia,DNB,NA,-,-,-,-,-,2,Gros Islet,12-Jul-21,West Indies,6 wickets
T20I # 1188,LMP Simmons,West Indies,Australia,30,0,28,21,1,3,142.85,1,Gros Islet,10-Jul-21,West Indies,56 runs
T20I # 1188,ADS Fletcher,West Indies,Australia,9,0,13,7,0,1,128.57,1,Gros Islet,10-Jul-21,West Indies,56 runs
T20I # 1188,CH Gayle,West Indies,Australia,13,0,26,16,2,0,81.25,1,Gros Islet,10-Jul-21,West Indies,56 runs
T20I # 1188,SO Hetmyer,West Indies,Australia,61,0,59,36,2,4,169.44,1,Gros Islet,10-Jul-21,West Indies,56 runs
T20I # 1188,DJ Bravo,West Indies,Australia,47*,1,59,34,1,3,138.23,1,Gros Islet,10-Jul-21,West Indies,56 runs
T20I # 1188,AD Russell,West Indies,Australia,24*,1,12,8,2,2,300,1,Gros Islet,10-Jul-21,West Indies,56 runs
T20I # 1188,FH Edwards,West Indies,Australia,DNB,NA,-,-,-,-,-,1,Gros Islet,10-Jul-21,West Indies,56 runs
T20I # 1188,SS Cottrell,West Indies,Australia,DNB,NA,-,-,-,-,-,1,Gros Islet,10-Jul-21,West Indies,56 runs
T20I # 1188,FA Allen,West Indies,Australia,DNB,NA,-,-,-,-,-,1,Gros Islet,10-Jul-21,West Indies,56 runs
T20I # 1188,N Pooran,West Indies,Australia,DNB,NA,-,-,-,-,-,1,Gros Islet,10-Jul-21,West Indies,56 runs
T20I # 1188,HR Walsh,West Indies,Australia,DNB,NA,-,-,-,-,-,1,Gros Islet,10-Jul-21,West Indies,56 runs
T20I # 1188,MS Wade,Australia,West Indies,0,0,2,2,0,0,0,2,Gros Islet,10-Jul-21,West Indies,56 runs
T20I # 1188,AJ Finch,Australia,West Indies,6,0,18,8,0,0,75,2,Gros Islet,10-Jul-21,West Indies,56 runs
T20I # 1188,MR Marsh,Australia,West Indies,54,0,58,42,5,1,128.57,2,Gros Islet,10-Jul-21,West Indies,56 runs
T20I # 1188,JR Philippe,Australia,West Indies,13,0,21,12,1,0,108.33,2,Gros Islet,10-Jul-21,West Indies,56 runs
T20I # 1188,MC Henriques,Australia,West Indies,19,0,30,21,0,1,90.47,2,Gros Islet,10-Jul-21,West Indies,56 runs
T20I # 1188,BR McDermott,Australia,West Indies,7,0,7,6,1,0,116.66,2,Gros Islet,10-Jul-21,West Indies,56 runs
T20I # 1188,DT Christian,Australia,West Indies,9,0,17,10,1,0,90,2,Gros Islet,10-Jul-21,West Indies,56 runs
T20I # 1188,AC Agar,Australia,West Indies,1,0,5,1,0,0,100,2,Gros Islet,10-Jul-21,West Indies,56 runs
T20I # 1188,MA Starc,Australia,West Indies,8*,1,20,8,0,0,100,2,Gros Islet,10-Jul-21,West Indies,56 runs
T20I # 1188,A Zampa,Australia,West Indies,3,0,8,4,0,0,75,2,Gros Islet,10-Jul-21,West Indies,56 runs
T20I # 1188,JR Hazlewood,Australia,West Indies,4,0,3,2,1,0,200,2,Gros Islet,10-Jul-21,West Indies,56 runs
T20I # 1187,Sherul Mehta,Belgium,Malta,6,0,-,17,0,0,35.29,1,Marsa,10-Jul-21,Belgium,39 runs
T20I # 1187,Hadisullah Tarakhel,Belgium,Malta,78,0,-,40,7,6,195,1,Marsa,10-Jul-21,Belgium,39 runs
T20I # 1187,Wahidullah Usmani,Belgium,Malta,7,0,-,12,1,0,58.33,1,Marsa,10-Jul-21,Belgium,39 runs
T20I # 1187,Sheraz Sheikh,Belgium,Malta,2,0,-,9,0,0,22.22,1,Marsa,10-Jul-21,Belgium,39 runs
T20I # 1187,Saber Zakhil,Belgium,Malta,64*,1,-,34,1,7,188.23,1,Marsa,10-Jul-21,Belgium,39 runs
T20I # 1187,Mamoon Latif,Belgium,Malta,0,0,-,2,0,0,0,1,Marsa,10-Jul-21,Belgium,39 runs
T20I # 1187,Saqlain Ali,Belgium,Malta,2,0,-,5,0,0,40,1,Marsa,10-Jul-21,Belgium,39 runs
T20I # 1187,Khalid Ahmadi,Belgium,Malta,1*,1,-,1,0,0,100,1,Marsa,10-Jul-21,Belgium,39 runs
T20I # 1187,Ashiqullah Said,Belgium,Malta,DNB,NA,-,-,-,-,-,1,Marsa,10-Jul-21,Belgium,39 runs
T20I # 1187,B Niaz,Belgium,Malta,DNB,NA,-,-,-,-,-,1,Marsa,10-Jul-21,Belgium,39 runs
T20I # 1187,NSK Mehta,Belgium,Malta,DNB,NA,-,-,-,-,-,1,Marsa,10-Jul-21,Belgium,39 runs
T20I # 1187,G Chaturvedi,Malta,Belgium,25,0,-,29,3,0,86.2,2,Marsa,10-Jul-21,Belgium,39 runs
T20I # 1187,HS Gericke,Malta,Belgium,55,0,-,33,5,2,166.66,2,Marsa,10-Jul-21,Belgium,39 runs
T20I # 1187,SSM Stanislaus,Malta,Belgium,9,0,-,10,1,0,90,2,Marsa,10-Jul-21,Belgium,39 runs
T20I # 1187,VP Thamotharam,Malta,Belgium,2,0,-,4,0,0,50,2,Marsa,10-Jul-21,Belgium,39 runs
T20I # 1187,B Arora,Malta,Belgium,13,0,-,14,2,0,92.85,2,Marsa,10-Jul-21,Belgium,39 runs
T20I # 1187,Bilal Muhammad,Malta,Belgium,6,0,-,7,0,0,85.71,2,Marsa,10-Jul-21,Belgium,39 runs
T20I # 1187,N Khanna,Malta,Belgium,1,0,-,2,0,0,50,2,Marsa,10-Jul-21,Belgium,39 runs
T20I # 1187,Waseem Abbas,Malta,Belgium,9,0,-,8,0,1,112.5,2,Marsa,10-Jul-21,Belgium,39 runs
T20I # 1187,Haroon Mughal,Malta,Belgium,1,0,-,2,0,0,50,2,Marsa,10-Jul-21,Belgium,39 runs
T20I # 1187,Amar Sharma,Malta,Belgium,2*,1,-,2,0,0,100,2,Marsa,10-Jul-21,Belgium,39 runs
T20I # 1187,A Bishnoi,Malta,Belgium,0,0,-,1,0,0,0,2,Marsa,10-Jul-21,Belgium,39 runs
T20I # 1186,Sherul Mehta,Belgium,Malta,40,0,-,56,4,0,71.42,1,Marsa,10-Jul-21,Malta,0
T20I # 1186,Hadisullah Tarakhel,Belgium,Malta,12,0,-,9,1,1,133.33,1,Marsa,10-Jul-21,Malta,0
T20I # 1186,Wahidullah Usmani,Belgium,Malta,1,0,-,3,0,0,33.33,1,Marsa,10-Jul-21,Malta,0
T20I # 1186,B Niaz,Belgium,Malta,1,0,-,4,0,0,25,1,Marsa,10-Jul-21,Malta,0
T20I # 1186,Shaheryar Butt,Belgium,Malta,5,0,-,4,1,0,125,1,Marsa,10-Jul-21,Malta,0
T20I # 1186,Saber Zakhil,Belgium,Malta,0,0,-,1,0,0,0,1,Marsa,10-Jul-21,Malta,0
T20I # 1186,Saqlain Ali,Belgium,Malta,1,0,-,2,0,0,50,1,Marsa,10-Jul-21,Malta,0
T20I # 1186,Sheraz Sheikh,Belgium,Malta,14,0,-,18,0,1,77.77,1,Marsa,10-Jul-21,Malta,0
T20I # 1186,Ashiqullah Said,Belgium,Malta,1,0,-,2,0,0,50,1,Marsa,10-Jul-21,Malta,0
T20I # 1186,NSK Mehta,Belgium,Malta,1,0,-,2,0,0,50,1,Marsa,10-Jul-21,Malta,0
T20I # 1186,Khalid Ahmadi,Belgium,Malta,31*,1,-,18,5,0,172.22,1,Marsa,10-Jul-21,Malta,0
T20I # 1186,G Chaturvedi,Malta,Belgium,0,0,-,1,0,0,0,2,Marsa,10-Jul-21,Malta,0
T20I # 1186,Zeeshan Khan,Malta,Belgium,4,0,-,3,1,0,133.33,2,Marsa,10-Jul-21,Malta,0
T20I # 1186,SSM Stanislaus,Malta,Belgium,34,0,-,35,1,3,97.14,2,Marsa,10-Jul-21,Malta,0
T20I # 1186,VP Thamotharam,Malta,Belgium,0,0,-,2,0,0,0,2,Marsa,10-Jul-21,Malta,0
T20I # 1186,HS Gericke,Malta,Belgium,5,0,-,12,0,0,41.66,2,Marsa,10-Jul-21,Malta,0
T20I # 1186,B Arora,Malta,Belgium,16,0,-,23,2,0,69.56,2,Marsa,10-Jul-21,Malta,0
